,Sentence,Subject,Relation,Object
1828,"Of course. Almost got beheaded by a First Sword of Braavos. I tried to explain to him the difference between pirates and smugglers, but he didn't seem any more interested in the distinction than your father. I suppose if you work for the Iron Bank of Braavos and each one of your gold barges is worth half a kingdom, you tend not to be overly concerned with the kind of distinction... Davos said to Shireen.",any,interested in,distinction than your father
1829,"Of course. Almost got beheaded by a First Sword of Braavos. I tried to explain to him the difference between pirates and smugglers, but he didn't seem any more interested in the distinction than your father. I suppose if you work for the Iron Bank of Braavos and each one of your gold barges is worth half a kingdom, you tend not to be overly concerned with the kind of distinction... Davos said to Shireen.",I,explain,difference
1830,"Of course. Almost got beheaded by a First Sword of Braavos. I tried to explain to him the difference between pirates and smugglers, but he didn't seem any more interested in the distinction than your father. I suppose if you work for the Iron Bank of Braavos and each one of your gold barges is worth half a kingdom, you tend not to be overly concerned with the kind of distinction... Davos said to Shireen.",any,more interested in,distinction
1831,"Of course. Almost got beheaded by a First Sword of Braavos. I tried to explain to him the difference between pirates and smugglers, but he didn't seem any more interested in the distinction than your father. I suppose if you work for the Iron Bank of Braavos and each one of your gold barges is worth half a kingdom, you tend not to be overly concerned with the kind of distinction... Davos said to Shireen.",Davos,said to,Shireen
1832,I don't believe that a child is responsible for the sins of his father. Or his grandfather. An awful way to die. Oberyn said to Tywin.,Oberyn,said to,Tywin
1833,Your father. Podrick said to Tyrion Lannister.,Podrick,said to,Tyrion Lannister
1834,Who will vote exactly as my father tells him to vote. Tyrion Lannister said to Podrick.,Who will vote,tells,him
1835,Who will vote exactly as my father tells him to vote. Tyrion Lannister said to Podrick.,Tyrion Lannister,said to,Podrick
1836,Oberyn? Give it to my father. He never fails to take advantage of a family tragedy. Tyrion Lannister said to Podrick.,He,take,advantage of family tragedy
1837,Oberyn? Give it to my father. He never fails to take advantage of a family tragedy. Tyrion Lannister said to Podrick.,He,take,advantage
1838,Oberyn? Give it to my father. He never fails to take advantage of a family tragedy. Tyrion Lannister said to Podrick.,Tyrion Lannister,said to,Podrick
1839,"I don't know. They. They. The ominous they. The man pulling the strings. Or woman. My father. Maybe Joffrey was too much work for him. Sweet Tommen will be so much easier to handle. Whenever something bad happens to me, I assume it's my sister that had a hand in it. But say what you will of Cersei, she loves her children. She is the only one I'm certain had nothing to do with this murder. Which makes it unique as King's Landing murders go. Tyrion Lannister said to Podrick.",man,pulling,strings
1840,"I don't know. They. They. The ominous they. The man pulling the strings. Or woman. My father. Maybe Joffrey was too much work for him. Sweet Tommen will be so much easier to handle. Whenever something bad happens to me, I assume it's my sister that had a hand in it. But say what you will of Cersei, she loves her children. She is the only one I'm certain had nothing to do with this murder. Which makes it unique as King's Landing murders go. Tyrion Lannister said to Podrick.",Joffrey,was much work for,him
1841,"I don't know. They. They. The ominous they. The man pulling the strings. Or woman. My father. Maybe Joffrey was too much work for him. Sweet Tommen will be so much easier to handle. Whenever something bad happens to me, I assume it's my sister that had a hand in it. But say what you will of Cersei, she loves her children. She is the only one I'm certain had nothing to do with this murder. Which makes it unique as King's Landing murders go. Tyrion Lannister said to Podrick.",Joffrey,Maybe was work for,him
1842,"I don't know. They. They. The ominous they. The man pulling the strings. Or woman. My father. Maybe Joffrey was too much work for him. Sweet Tommen will be so much easier to handle. Whenever something bad happens to me, I assume it's my sister that had a hand in it. But say what you will of Cersei, she loves her children. She is the only one I'm certain had nothing to do with this murder. Which makes it unique as King's Landing murders go. Tyrion Lannister said to Podrick.",Joffrey,was too much work for,him
1843,"I don't know. They. They. The ominous they. The man pulling the strings. Or woman. My father. Maybe Joffrey was too much work for him. Sweet Tommen will be so much easier to handle. Whenever something bad happens to me, I assume it's my sister that had a hand in it. But say what you will of Cersei, she loves her children. She is the only one I'm certain had nothing to do with this murder. Which makes it unique as King's Landing murders go. Tyrion Lannister said to Podrick.",Joffrey,was,too much work
1844,"I don't know. They. They. The ominous they. The man pulling the strings. Or woman. My father. Maybe Joffrey was too much work for him. Sweet Tommen will be so much easier to handle. Whenever something bad happens to me, I assume it's my sister that had a hand in it. But say what you will of Cersei, she loves her children. She is the only one I'm certain had nothing to do with this murder. Which makes it unique as King's Landing murders go. Tyrion Lannister said to Podrick.",Joffrey,was,Maybe work
1845,"I don't know. They. They. The ominous they. The man pulling the strings. Or woman. My father. Maybe Joffrey was too much work for him. Sweet Tommen will be so much easier to handle. Whenever something bad happens to me, I assume it's my sister that had a hand in it. But say what you will of Cersei, she loves her children. She is the only one I'm certain had nothing to do with this murder. Which makes it unique as King's Landing murders go. Tyrion Lannister said to Podrick.",Joffrey,was,Maybe too much work
1846,"I don't know. They. They. The ominous they. The man pulling the strings. Or woman. My father. Maybe Joffrey was too much work for him. Sweet Tommen will be so much easier to handle. Whenever something bad happens to me, I assume it's my sister that had a hand in it. But say what you will of Cersei, she loves her children. She is the only one I'm certain had nothing to do with this murder. Which makes it unique as King's Landing murders go. Tyrion Lannister said to Podrick.",Joffrey,was work for,him
1847,"I don't know. They. They. The ominous they. The man pulling the strings. Or woman. My father. Maybe Joffrey was too much work for him. Sweet Tommen will be so much easier to handle. Whenever something bad happens to me, I assume it's my sister that had a hand in it. But say what you will of Cersei, she loves her children. She is the only one I'm certain had nothing to do with this murder. Which makes it unique as King's Landing murders go. Tyrion Lannister said to Podrick.",Joffrey,Maybe was much work for,him
1848,"I don't know. They. They. The ominous they. The man pulling the strings. Or woman. My father. Maybe Joffrey was too much work for him. Sweet Tommen will be so much easier to handle. Whenever something bad happens to me, I assume it's my sister that had a hand in it. But say what you will of Cersei, she loves her children. She is the only one I'm certain had nothing to do with this murder. Which makes it unique as King's Landing murders go. Tyrion Lannister said to Podrick.",Joffrey,was,work
